slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;r2;6,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;poids;30,11;kg/m;site actuel — fiche produit;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-220-en-acier;Poutrelle UPN 220 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;serie;UPN;;nom du produit;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;h;240;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;b;85;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;tw;9,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;tf;13;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;r1;13;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;r2;6,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;poids;34;kg/m;site actuel — fiche produit;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-240-en-acier;Poutrelle UPN 240 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;serie;UPN;;nom du produit;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;h;260;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;b;90;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;tw;10;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;tf;14;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;r1;14;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;r2;7;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;poids;38,82;kg/m;site actuel — fiche produit;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-260-en-acier;Poutrelle UPN 260 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;serie;UPN;;nom du produit;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;h;280;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;b;95;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;tw;10;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;tf;15;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;r1;15;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;r2;7,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;poids;42,91;kg/m;site actuel — fiche produit;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-280-en-acier;Poutrelle UPN 280 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;serie;UPN;;nom du produit;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;h;300;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;b;100;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;tw;10;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;tf;16;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;r1;16;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;r2;8;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;poids;47,22;kg/m;site actuel — fiche produit;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-300-en-acier;Poutrelle UPN 300 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;serie;UPN;;nom du produit;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;h;80;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;b;45;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;tw;6;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;tf;8;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;r1;8;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;r2;4;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;poids;8,86;kg/m;site actuel — fiche produit;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;finition;BRUT;;site actuel — option de la fiche;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;nuance;S235 ou S275;;site actuel — description de la fiche;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-upn-80-en-acier;Poutrelle UPN 80 en acier;poutrelle-upn;pente_aile;8;%;norme DIN 1026-1 citée par INFOSTEEL - GRYMAFER - VM2013 - UPN.pdf (forme du modèle, non affichée);;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;d;10;mm;nom du produit;;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;poids;0,63;kg/m;site actuel — fiche produit;;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-10mm-en-acier-laminee-a-chaud;Rond lisse 10mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;d;12;mm;nom du produit;;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;poids;0,91;kg/m;site actuel — fiche produit;;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-12mm-en-acier-laminee-a-chaud;Rond lisse 12mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;d;14;mm;nom du produit;;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;poids;1,24;kg/m;site actuel — fiche produit;;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-14mm-en-acier-laminee-a-chaud;Rond lisse 14mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;d;16;mm;nom du produit;;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;poids;1,62;kg/m;site actuel — fiche produit;;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-16mm-en-acier-laminee-a-chaud;Rond lisse 16mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;d;18;mm;nom du produit;;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;poids;2,05;kg/m;site actuel — fiche produit;;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-18mm-en-acier-laminee-a-chaud;Rond lisse 18mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;d;20;mm;nom du produit;;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;poids;2,53;kg/m;site actuel — fiche produit;;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-20mm-en-acier-laminee-a-chaud;Rond lisse 20mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;d;22;mm;nom du produit;;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;poids;3,05;kg/m;site actuel — fiche produit;;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-22mm-en-acier-laminee-a-chaud;Rond lisse 22mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;d;6;mm;nom du produit;;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;poids;0,23;kg/m;site actuel — fiche produit;;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-6mm-en-acier-laminee-a-chaud;Rond lisse 6mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;serie;ROND;;nom du produit;;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;d;8;mm;nom du produit;;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;poids;0,4;kg/m;site actuel — fiche produit;;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;nuance;S235 ou S275;;site actuel — description de la fiche (« comme la qualité… » : formulation vague);oui;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;procede;Laminé à chaud;;site actuel — description de la fiche;;
rond-lisse-8mm-en-acier-laminee-a-chaud;Rond lisse 8mm en acier laminée à chaud;rond-plein;finition;BRUT;;aucune photo du site actuel : finition des barres laminées à chaud — non affichée;oui;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;e;10;mm;nom du produit;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;poids;160,8;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2000x1000x10mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x10mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;e;12;mm;nom du produit;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;poids;192,96;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2000x1000x12mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x12mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;serie;TOLE;;nom du produit;;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;L;2000;mm;nom du produit;;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;l;1000;mm;nom du produit;;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;e;20;mm;nom du produit;;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;poids;321,6;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x20mm-en-acier-quarto;Tôle de 2000x1000x20mm en acier Quarto;tole-quarto;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;e;2;mm;nom du produit;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;poids;32,16;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2000x1000x2mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x2mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;e;3;mm;nom du produit;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;poids;48,24;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2000x1000x3mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x3mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
