ID;URL;Chemin;Page;H1_ou_nom;Type;Parent;Template;Accessible;Sitemap;Priorite;Title;MetaDescLen;H1;Canonical;Lastmod;ProfondeurBC;Donnees;URL_cible_recommandee;Action_recommandee
U319;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2000x1000x1mm;/tôle-en-acier-galvanisée-de-2000x1000x1mm;Tôle de 2000x1000x1mm en acier galvanisée;Tôle de 2000x1000x1mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x1mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;46,50~~d1~i2~r0~16.08 Kg;/p/tole-de-2000x1000x1mm-en-acier-galvanisee;301
U320;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2000x1000x2mm;/tôle-en-acier-galvanisée-de-2000x1000x2mm;Tôle de 2000x1000x2mm en acier galvanisée;Tôle de 2000x1000x2mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x2mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;93,00~~d1~i2~r0~32.16 Kg;/p/tole-de-2000x1000x2mm-en-acier-galvanisee;301
U321;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2000x1000x3mm;/tôle-en-acier-galvanisée-de-2000x1000x3mm;Tôle de 2000x1000x3mm en acier galvanisée;Tôle de 2000x1000x3mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x3mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;142,16~~d1~i2~r0~49.16 Kg;/p/tole-de-2000x1000x3mm-en-acier-galvanisee;301
U322;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2500x1250x15mm;/tôle-en-acier-galvanisée-de-2500x1250x15mm;Tôle de 2500x1250x1,5mm en acier galvanisée;Tôle de 2500x1250x1,5mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x1,5mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;109,00~~d1~i2~r0~37.69 Kg;/p/tole-de-2500x1250x1-5mm-en-acier-galvanisee;301
U323;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2500x1250x1mm;/tôle-en-acier-galvanisée-de-2500x1250x1mm;Tôle de 2500x1250x1mm en acier galvanisée;Tôle de 2500x1250x1mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x1mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;72,67~~d1~i2~r3~25.13 Kg;/p/tole-de-2500x1250x1mm-en-acier-galvanisee;301
U324;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2500x1250x2mm;/tôle-en-acier-galvanisée-de-2500x1250x2mm;Tôle de 2500x1250x2mm en acier galvanisée;Tôle de 2500x1250x2mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x2mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;145,32~~d1~i2~r2~50.25 Kg;/p/tole-de-2500x1250x2mm-en-acier-galvanisee;301
U325;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-2500x1250x3mm;/tôle-en-acier-galvanisée-de-2500x1250x3mm;Tôle de 2500x1250x3mm en acier galvanisée;Tôle de 2500x1250x3mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x3mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;222,16~~d1~i2~r0~76.82 Kg;/p/tole-de-2500x1250x3mm-en-acier-galvanisee;301
U326;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-3000x1500x15mm;/tôle-en-acier-galvanisée-de-3000x1500x15mm;Tôle de 3000x1500x1,5mm en acier galvanisée;Tôle de 3000x1500x1,5mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x1,5mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;156,95~~d1~i2~r0~54.27 Kg;/p/tole-de-3000x1500x1-5mm-en-acier-galvanisee;301
U327;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-3000x1500x1mm;/tôle-en-acier-galvanisée-de-3000x1500x1mm;Tôle de 3000x1500x1mm en acier galvanisée;Tôle de 3000x1500x1mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x1mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;104,63~~d1~i2~r0~36.18 Kg;/p/tole-de-3000x1500x1mm-en-acier-galvanisee;301
U328;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-3000x1500x2mm;/tôle-en-acier-galvanisée-de-3000x1500x2mm;Tôle de 3000x1500x2mm en acier galvanisée;Tôle de 3000x1500x2mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x2mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;209,26~~d1~i2~r0~72.36 Kg;/p/tole-de-3000x1500x2mm-en-acier-galvanisee;301
U329;https://www.aciersgrosjean.be/tôle-en-acier-galvanisée-de-3000x1500x3mm;/tôle-en-acier-galvanisée-de-3000x1500x3mm;Tôle de 3000x1500x3mm en acier galvanisée;Tôle de 3000x1500x3mm en acier galvanisée;product;Tôle galvanisée;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x3mm en acier galvanisée Aciers Grosjean;305;1;self;0001-01-01;5;319,88~~d1~i2~r0~110.61 Kg;/p/tole-de-3000x1500x3mm-en-acier-galvanisee;301
U330;https://www.aciersgrosjean.be/tôle-en-acier-quarto-de-2000x1000x20mm;/tôle-en-acier-quarto-de-2000x1000x20mm;Tôle de 2000x1000x20mm en acier Quarto;Tôle de 2000x1000x20mm en acier Quarto;product;Tôle quarto;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x20mm en acier Quarto Aciers Grosjean;215;1;self;0001-01-01;5;891,12~~d1~i2~r0~321.6 Kg;/p/tole-de-2000x1000x20mm-en-acier-quarto;301
U331;https://www.aciersgrosjean.be/tôle-plane-en-acier-corten-de-2000x1000x3mm;/tôle-plane-en-acier-corten-de-2000x1000x3mm;Tôle de 2000x1000x3mm plane en acier Corten;Tôle de 2000x1000x3mm plane en acier Corten;product;Tôle Corten;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x3mm plane en acier Corten Aciers Grosjean;294;1;self;0001-01-01;5;162,85~~d1~i3~r0~48.24 Kg;/p/tole-de-2000x1000x3mm-plane-en-acier-corten;301
U332;https://www.aciersgrosjean.be/tôle-plane-en-acier-corten-de-2500x1250x2mm;/tôle-plane-en-acier-corten-de-2500x1250x2mm;Tôle de 2500x1250x2mm plane en acier Corten;Tôle de 2500x1250x2mm plane en acier Corten;product;Tôle Corten;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x2mm plane en acier Corten Aciers Grosjean;295;1;self;0001-01-01;5;169,64~~d1~i3~r0~50.25 Kg;/p/tole-de-2500x1250x2mm-plane-en-acier-corten;301
U333;https://www.aciersgrosjean.be/tôle-plane-en-acier-corten-de-2500x1250x3mm;/tôle-plane-en-acier-corten-de-2500x1250x3mm;Tôle de 2500x1250x3mm plane en acier Corten;Tôle de 2500x1250x3mm plane en acier Corten;product;Tôle Corten;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x3mm plane en acier Corten Aciers Grosjean;294;1;self;0001-01-01;5;254,48~~d1~i3~r0~75.38 Kg;/p/tole-de-2500x1250x3mm-plane-en-acier-corten;301
U334;https://www.aciersgrosjean.be/tôle-plane-en-acier-corten-de-3000x1500x2mm;/tôle-plane-en-acier-corten-de-3000x1500x2mm;Tôle de 3000x1500x2mm plane en acier Corten;Tôle de 3000x1500x2mm plane en acier Corten;product;Tôle Corten;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x2mm plane en acier Corten Aciers Grosjean;293;1;self;0001-01-01;5;244,27~~d1~i3~r0~72.36 Kg;/p/tole-de-3000x1500x2mm-plane-en-acier-corten;301
U335;https://www.aciersgrosjean.be/tôle-plane-en-acier-corten-de-3000x1500x3mm;/tôle-plane-en-acier-corten-de-3000x1500x3mm;Tôle de 3000x1500x3mm plane en acier Corten;Tôle de 3000x1500x3mm plane en acier Corten;product;Tôle Corten;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x3mm plane en acier Corten Aciers Grosjean;294;1;self;0001-01-01;5;366,42~~d1~i3~r0~108.54 Kg;/p/tole-de-3000x1500x3mm-plane-en-acier-corten;301
U336;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2000x1000x15mm;/tôle-en-acier-laminé-à-froid-de-2000x1000x15mm;Tôle de 2000x1000x1,5mm en acier laminé à froid;Tôle de 2000x1000x1,5mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x1,5mm en acier laminé à froid Aciers Grosjean;235;1;self;0001-01-01;5;68,87~~d1~i2~r3~24.12 Kg;/p/tole-de-2000x1000x1-5mm-en-acier-lamine-a-froid;301
U337;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2000x1000x1mm;/tôle-en-acier-laminé-à-froid-de-2000x1000x1mm;Tôle de 2000x1000x1mm en acier laminé à froid;Tôle de 2000x1000x1mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x1mm en acier laminé à froid Aciers Grosjean;234;1;self;0001-01-01;5;45,92~~d1~i2~r3~16.08 Kg;/p/tole-de-2000x1000x1mm-en-acier-lamine-a-froid;301
U338;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2000x1000x2mm;/tôle-en-acier-laminé-à-froid-de-2000x1000x2mm;Tôle de 2000x1000x2mm en acier laminé à froid;Tôle de 2000x1000x2mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2000x1000x2mm en acier laminé à froid Aciers Grosjean;233;1;self;0001-01-01;5;91,84~~d1~i2~r0~32.16 Kg;/p/tole-de-2000x1000x2mm-en-acier-lamine-a-froid;301
U339;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2500x1250x15mm;/tôle-en-acier-laminé-à-froid-de-2500x1250x15mm;Tôle de 2500x1250x1,5mm en acier laminé à froid;Tôle de 2500x1250x1,5mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x1,5mm en acier laminé à froid Aciers Grosjean;235;1;self;0001-01-01;5;107,63~~d1~i2~r0~37.69 Kg;/p/tole-de-2500x1250x1-5mm-en-acier-lamine-a-froid;301
U340;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2500x1250x1mm;/tôle-en-acier-laminé-à-froid-de-2500x1250x1mm;Tôle de 2500x1250x1mm en acier laminé à froid;Tôle de 2500x1250x1mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x1mm en acier laminé à froid Aciers Grosjean;233;1;self;0001-01-01;5;71,77~~d1~i2~r0~25.13 Kg;/p/tole-de-2500x1250x1mm-en-acier-lamine-a-froid;301
U341;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-2500x1250x2mm;/tôle-en-acier-laminé-à-froid-de-2500x1250x2mm;Tôle de 2500x1250x2mm en acier laminé à froid;Tôle de 2500x1250x2mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 2500x1250x2mm en acier laminé à froid Aciers Grosjean;233;1;self;0001-01-01;5;143,49~~d1~i2~r0~50.25 Kg;/p/tole-de-2500x1250x2mm-en-acier-lamine-a-froid;301
U342;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-3000x1500x15mm;/tôle-en-acier-laminé-à-froid-de-3000x1500x15mm;Tôle de 3000x1500x1,5mm en acier laminé à froid;Tôle de 3000x1500x1,5mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x1,5mm en acier laminé à froid Aciers Grosjean;235;1;self;0001-01-01;5;154,98~~d1~i2~r0~54.27 Kg;/p/tole-de-3000x1500x1-5mm-en-acier-lamine-a-froid;301
U343;https://www.aciersgrosjean.be/tôle-en-acier-laminé-à-froid-de-3000x1500x1mm;/tôle-en-acier-laminé-à-froid-de-3000x1500x1mm;Tôle de 3000x1500x1mm en acier laminé à froid;Tôle de 3000x1500x1mm en acier laminé à froid;product;Tôle laminé à froid;T04 Fiche produit;200;oui;P1;Tôle de 3000x1500x1mm en acier laminé à froid Aciers Grosjean;233;1;self;0001-01-01;5;103,31~~d1~i2~r0~36.18 Kg;/p/tole-de-3000x1500x1mm-en-acier-lamine-a-froid;301
U344;https://www.aciersgrosjean.be/toles-perforees-aléatoire-2000-x-1000-x-1;/toles-perforees-aléatoire-2000-x-1000-x-1;TOLES PERFOREES - aléatoire 2000 x 1000 x 1;TOLES PERFOREES - aléatoire 2000 x 1000 x 1;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Motif Aléatoire 2000x1000x1mm | Aciers Grosjean;163;1;self;0001-01-01;5;83,85~~d0~i0~r4~1 Kg;/p/toles-perforees-aleatoire-2000-x-1000-x-1;301
U345;https://www.aciersgrosjean.be/toles-perforees-trous-carrés-2000-x-1000-x-20-c10-u15;/toles-perforees-trous-carrés-2000-x-1000-x-20-c10-u15;TOLES PERFOREES - trous carrés - 2000 x 1000 x 2,0 - C10 U15;TOLES PERFOREES - trous carrés - 2000 x 1000 x 2,0 - C10 U15;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Acier 2mm C10 U15 | Trous Carrés 10mm | Aciers Grosjean;157;1;self;0001-01-01;5;91,04~~d0~i0~r0~1 Kg;/p/toles-perforees-trous-carres-2000-x-1000-x-2-0-c10-u15;301
U346;https://www.aciersgrosjean.be/toles-perforees-trous-ronds-2000-x-1000-x-2-r5-t8-3;/toles-perforees-trous-ronds-2000-x-1000-x-2-r5-t8-3;TOLES PERFOREES - trous ronds - 2000 x 1000 x 2 - R5 T8;TOLES PERFOREES - trous ronds - 2000 x 1000 x 2 - R5 T8;product;Tôle perforée;T04 Fiche produit;200;oui;P1;TOLES PERFOREES - trous ronds - 2000 x 1000 x 2 - R5 T8;278;1;self;0001-01-01;5;93,92~~d0~i0~r0~1 Kg;/p/toles-perforees-trous-ronds-2000-x-1000-x-2-r5-t8;301
U347;https://www.aciersgrosjean.be/toles-perforees-trous-ronds-2000-x-1000-x-20-r10-t15;/toles-perforees-trous-ronds-2000-x-1000-x-20-r10-t15;TOLES PERFOREES - trous ronds - 2000 x 1000 x 2,0 - R10 T15;TOLES PERFOREES - trous ronds - 2000 x 1000 x 2,0 - R10 T15;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Acier R10 T15 | Trous 10mm | Aciers Grosjean;337;1;self;0001-01-01;5;89,84~~d0~i0~r0~1 Kg;/p/toles-perforees-trous-ronds-2000-x-1000-x-2-0-r10-t15;301
U348;https://www.aciersgrosjean.be/toles-perforees-trous-ronds-2000-x-1000-x-30-r10-t15;/toles-perforees-trous-ronds-2000-x-1000-x-30-r10-t15;TOLES PERFOREES - trous ronds - 2000 x 1000 x 3,0 - R10 T15;TOLES PERFOREES - trous ronds - 2000 x 1000 x 3,0 - R10 T15;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Acier R10 T15 | Trous 10mm | Aciers Grosjean;337;1;self;0001-01-01;5;128,66~~d0~i0~r0~1 Kg;/p/toles-perforees-trous-ronds-2000-x-1000-x-3-0-r10-t15;301
U349;https://www.aciersgrosjean.be/toles-perforees-trous-ronds-2000-x-1000-x-30-r5-t8;/toles-perforees-trous-ronds-2000-x-1000-x-30-r5-t8;TOLES PERFOREES - trous ronds - 2000 x 1000 x 3,0 - R5 T8;TOLES PERFOREES - trous ronds - 2000 x 1000 x 3,0 - R5 T8;product;Tôle perforée;T04 Fiche produit;200;oui;P1;TOLES PERFOREES - trous ronds - 2000 x 1000 x 3,0 - R5 T8;277;1;self;0001-01-01;5;156,68~~d0~i0~r0~1 Kg;/p/toles-perforees-trous-ronds-2000-x-1000-x-3-0-r5-t8;301
U350;https://www.aciersgrosjean.be/toles-perforees-galva-trous-ronds-2000-x-1000-x-2-r10-t15;/toles-perforees-galva-trous-ronds-2000-x-1000-x-2-r10-t15;TOLES PERFOREES GALVA - trous ronds - 2000 x 1000 x 2 - R10 T15;TOLES PERFOREES GALVA - trous ronds - 2000 x 1000 x 2 - R10 T15;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Galvanisée 2mm R10 T15 | Trous 10mm | Aciers Grosjean;160;1;self;0001-01-01;5;95,83~~d0~i0~r0~1 Kg;/p/toles-perforees-galva-trous-ronds-2000-x-1000-x-2-r10-t15;301
U351;https://www.aciersgrosjean.be/toles-perforees-galva-trous-ronds-2000-x-1000-x-20-r5-t8;/toles-perforees-galva-trous-ronds-2000-x-1000-x-20-r5-t8;TOLES PERFOREES GALVA - trous ronds - 2000 x 1000 x 2,0 - R5 T8;TOLES PERFOREES GALVA - trous ronds - 2000 x 1000 x 2,0 - R5 T8;product;Tôle perforée;T04 Fiche produit;200;oui;P1;Tôle Perforée Galvanisée 2mm R5 T8 | Trous 5mm | Aciers Grosjean;155;1;self;0001-01-01;5;103,02~~d0~i0~r0~1 Kg;/p/toles-perforees-galva-trous-ronds-2000-x-1000-x-2-0-r5-t8;301
U352;https://www.aciersgrosjean.be/poutrelle-ipe-100-4;/poutrelle-ipe-100-4;Poutrelle IPE 100 en acier;Poutrelle IPE 100 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 100 en acier Aciers Grosjean;1640;1;self;0001-01-01;5;19,78~FLL~d1~i3~r0~8.3 Kg;/p/poutrelle-ipe-100-en-acier;301
U353;https://www.aciersgrosjean.be/poutrelle-ipe-120-6;/poutrelle-ipe-120-6;Poutrelle IPE 120 en acier;Poutrelle IPE 120 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 120 en acier Aciers Grosjean;1767;1;self;0001-01-01;5;25,39~FLL~d1~i3~r0~10.65 Kg;/p/poutrelle-ipe-120-en-acier;301
U354;https://www.aciersgrosjean.be/poutrelle-ipe-140-3;/poutrelle-ipe-140-3;Poutrelle IPE 140 en acier;Poutrelle IPE 140 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 140 en acier Aciers Grosjean;1767;1;self;0001-01-01;5;31,96~FLL~d1~i3~r1~13.14 Kg;/p/poutrelle-ipe-140-en-acier;301
U355;https://www.aciersgrosjean.be/poutrelle-ipe-160-3;/poutrelle-ipe-160-3;Poutrelle IPE 160 en acier;Poutrelle IPE 160 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 160 en acier Aciers Grosjean;1767;1;self;0001-01-01;5;38,96~FLL~d1~i3~r1~16.18 Kg;/p/poutrelle-ipe-160-en-acier;301
U356;https://www.aciersgrosjean.be/poutrelle-ipe-180-7;/poutrelle-ipe-180-7;Poutrelle IPE 180 en acier;Poutrelle IPE 180 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 180 en acier Aciers Grosjean;1768;1;self;0001-01-01;5;46,38~FLL~d1~i3~r0~19.26 Kg;/p/poutrelle-ipe-180-en-acier;301
U357;https://www.aciersgrosjean.be/poutrelle-ipe-200-2;/poutrelle-ipe-200-2;Poutrelle IPE 200 en acier;Poutrelle IPE 200 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 200 en acier Aciers Grosjean;1768;1;self;0001-01-01;5;55,24~FLL~d1~i3~r0~22.94 Kg;/p/poutrelle-ipe-200-en-acier;301
U358;https://www.aciersgrosjean.be/poutrelle-ipe-220-3;/poutrelle-ipe-220-3;Poutrelle IPE 220 en acier;Poutrelle IPE 220 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 220 en acier Aciers Grosjean;1768;1;self;0001-01-01;5;64,60~FLL~d1~i3~r0~26.83 Kg;/p/poutrelle-ipe-220-en-acier;301
U359;https://www.aciersgrosjean.be/poutrelle-ipe-240-en-acier;/poutrelle-ipe-240-en-acier;Poutrelle IPE 240 en acier;Poutrelle IPE 240 en acier;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;Poutrelle IPE 240 en acier Aciers Grosjean;1767;1;self;02-02-26;5;75,71~FLL~d1~i3~r0~31.44 Kg;/p/poutrelle-ipe-240-en-acier;301
U360;https://www.aciersgrosjean.be/poutrelle-ipe-270-3;/poutrelle-ipe-270-3;Poutrelle IPE 270;Poutrelle IPE 270;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;poutrelle en acier IPE 270;385;1;self;0001-01-01;5;89,47~FLL~d1~i2~r4~36.97 Kg;/p/poutrelle-ipe-270;301
U361;https://www.aciersgrosjean.be/poutrelle-ipe-300-3;/poutrelle-ipe-300-3;Poutrelle IPE 300;Poutrelle IPE 300;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;poutrelle en acier IPE 300;385;1;self;0001-01-01;5;104,59~FLL~d1~i2~r0~43.22 Kg;/p/poutrelle-ipe-300;301
U362;https://www.aciersgrosjean.be/poutrelle-ipe-330-3;/poutrelle-ipe-330-3;Poutrelle IPE 330;Poutrelle IPE 330;product;Poutrelle IPE;T04 Fiche produit;200;oui;P1;poutrelle en acier IPE 330;385;1;self;0001-01-01;5;122,31~FLL~d1~i2~r0~50.29 Kg;/p/poutrelle-ipe-330;301
U363;https://www.aciersgrosjean.be/poutrelle-hea-100;/poutrelle-hea-100;Poutrelle HEA 100 en acier;Poutrelle HEA 100 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 100 en acier de Aciers Grosjean;317;1;self;29-10-25;5;41,38~FLL~d1~i2~r0~17.1 Kg;/p/poutrelle-hea-100-en-acier;301
U364;https://www.aciersgrosjean.be/poutrelle-hea-120;/poutrelle-hea-120;Poutrelle HEA 120 en acier;Poutrelle HEA 120 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 120 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;49,32~FLL~d1~i2~r0~20.38 Kg;/p/poutrelle-hea-120-en-acier;301
U365;https://www.aciersgrosjean.be/poutrelle-hea-140;/poutrelle-hea-140;Poutrelle HEA 140 en acier;Poutrelle HEA 140 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 140 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;61,23~FLL~d1~i2~r4~25.3 Kg;/p/poutrelle-hea-140-en-acier;301
U366;https://www.aciersgrosjean.be/poutrelle-hea-160;/poutrelle-hea-160;Poutrelle HEA 160 en acier;Poutrelle HEA 160 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 160 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;75,36~FLL~d1~i2~r0~31.14 Kg;/p/poutrelle-hea-160-en-acier;301
U367;https://www.aciersgrosjean.be/poutrelle-hea-180;/poutrelle-hea-180;Poutrelle HEA 180 en acier;Poutrelle HEA 180 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 180 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;87,99~FLL~d1~i2~r4~36.36 Kg;/p/poutrelle-hea-180-en-acier;301
U368;https://www.aciersgrosjean.be/poutrelle-hea-200;/poutrelle-hea-200;Poutrelle HEA 200 en acier;Poutrelle HEA 200 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 200 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;105,35~FLL~d1~i2~r0~43.32 Kg;/p/poutrelle-hea-200-en-acier;301
U369;https://www.aciersgrosjean.be/poutrelle-hea-220;/poutrelle-hea-220;Poutrelle HEA 220 en acier;Poutrelle HEA 220 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 220 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;125,79~FLL~d1~i2~r0~51.72 Kg;/p/poutrelle-hea-220-en-acier;301
U370;https://www.aciersgrosjean.be/poutrelle-hea-240;/poutrelle-hea-240;Poutrelle HEA 240 en acier;Poutrelle HEA 240 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 240 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;150,96~FLL~d1~i2~r0~61.76 Kg;/p/poutrelle-hea-240-en-acier;301
U371;https://www.aciersgrosjean.be/poutrelle-hea-260;/poutrelle-hea-260;Poutrelle HEA 260 en acier;Poutrelle HEA 260 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 260 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;170,73~FLL~d1~i2~r0~69.85 Kg;/p/poutrelle-hea-260-en-acier;301
U372;https://www.aciersgrosjean.be/poutrelle-hea-280;/poutrelle-hea-280;Poutrelle HEA 280 en acier;Poutrelle HEA 280 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 280 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;191,26~FLL~d1~i2~r0~78.25 Kg;/p/poutrelle-hea-280-en-acier;301
U373;https://www.aciersgrosjean.be/poutrelle-hea-300;/poutrelle-hea-300;Poutrelle HEA 300 en acier;Poutrelle HEA 300 en acier;product;Poutrelle HEA;T04 Fiche produit;200;oui;P1;Poutrelle HEA 300 en acier de Aciers Grosjean;317;1;self;0001-01-01;5;221,05~FLL~d1~i2~r0~90.44 Kg;/p/poutrelle-hea-300-en-acier;301
U374;https://www.aciersgrosjean.be/poutrelle-heb-100;/poutrelle-heb-100;Poutrelle HEB 100 en acier;Poutrelle HEB 100 en acier;product;Poutrelle HEB;T04 Fiche produit;200;oui;P1;Poutrelle HEB 100 en acier de Aciers Grosjean;283;1;self;0001-01-01;5;50,30~FLL~d1~i2~r0~20.89 Kg;/p/poutrelle-heb-100-en-acier;301
U375;https://www.aciersgrosjean.be/poutrelle-heb-120;/poutrelle-heb-120;Poutrelle HEB 120 en acier;Poutrelle HEB 120 en acier;product;Poutrelle HEB;T04 Fiche produit;200;oui;P1;Poutrelle HEB 120 en acier de Aciers Grosjean;284;1;self;0001-01-01;5;65,86~FLL~d1~i2~r0~27.35 Kg;/p/poutrelle-heb-120-en-acier;301
U376;https://www.aciersgrosjean.be/poutrelle-heb-140;/poutrelle-heb-140;Poutrelle HEB 140 en acier;Poutrelle HEB 140 en acier;product;Poutrelle HEB;T04 Fiche produit;200;oui;P1;Poutrelle HEB 140 en acier de Aciers Grosjean;284;1;self;0001-01-01;5;83,11~FLL~d1~i2~r4~34.52 Kg;/p/poutrelle-heb-140-en-acier;301
U377;https://www.aciersgrosjean.be/poutrelle-heb-160;/poutrelle-heb-160;Poutrelle HEB 160 en acier;Poutrelle HEB 160 en acier;product;Poutrelle HEB;T04 Fiche produit;200;oui;P1;Poutrelle HEB 160 en acier de Aciers Grosjean;284;1;self;0001-01-01;5;105,05~FLL~d1~i2~r0~43.63 Kg;/p/poutrelle-heb-160-en-acier;301
